idx,set_id,video_id,ped_id,label,anchor_frame,n_frames_annotated_in_window,n_crossing_in_window,anchor_is_crossing,window_has_leakage,crossing_onset_frame,anchor_minus_onset,bbox_bottom_y,bbox_height,bbox_xcenter,bbox_area
30,set01,video_0002,1_2_50,1,15898,16,16,True,True,15790.0,108.0,1080.0,419.67999267578125,1607.0750122070312,67513.91837253422
31,set01,video_0002,1_2_51,1,16101,16,0,False,False,15894.0,207.0,904.1099853515625,252.28997802734375,1799.280029296875,20496.03535117209
32,set01,video_0002,1_2_52,1,16244,16,0,False,False,16089.0,155.0,887.2000122070312,247.5,99.90500259399414,17421.526737213135
33,set01,video_0002,1_2_56,1,11667,16,16,True,True,11556.0,111.0,1045.52001953125,385.0400390625,1680.6600341796875,56323.668194532394
34,set01,video_0002,1_2_41,1,12676,16,16,True,True,12282.0,394.0,980.260009765625,190.69000244140625,873.4949951171875,13251.046407446265
35,set01,video_0002,1_2_43,1,12446,16,16,True,True,12256.0,190.0,953.5,218.25,407.260009765625,19354.408401489258
36,set01,video_0002,1_2_38,1,12575,16,16,True,True,10443.0,2132.0,894.3200073242188,117.32000732421875,372.92999267578125,4019.384596630931
37,set01,video_0003,1_3_59,0,358,16,0,False,False,,,897.6400146484375,154.05999755859375,1489.135009765625,7538.145149096847
38,set01,video_0003,1_3_60,0,343,16,0,False,False,,,886.5800170898438,173.70001220703125,1532.4400024414062,12110.380965821445
39,set01,video_0003,1_3_61,0,677,16,0,False,False,,,854.4199829101562,71.29998779296875,1330.5400390625,2210.2996215820312
40,set01,video_0003,1_3_62,1,3102,16,16,True,True,2915.0,187.0,973.2999877929688,193.510009765625,727.9800109863281,14962.195372387767
41,set01,video_0003,1_3_72,1,10113,16,0,False,False,9898.0,215.0,934.010009765625,225.510009765625,132.56999969482422,15952.579329583794
42,set01,video_0003,1_3_100,0,370,16,0,False,False,,,883.4400024414062,129.97003173828125,1497.0650024414062,8064.630950070918
43,set01,video_0003,1_3_73,1,10100,16,2,False,True,9902.0,198.0,961.3400268554688,275.12005615234375,117.43499755859375,26744.41830768995
44,set01,video_0003,1_3_70,1,9825,16,0,False,False,9966.0,-141.0,962.760009765625,327.46002197265625,25.829999923706055,16916.584685140988
45,set01,video_0003,1_3_70,1,10149,16,16,True,True,9966.0,183.0,1051.300048828125,378.4300537109375,1502.0,52995.35950410366
46,set01,video_0003,1_3_74,1,10151,16,0,False,False,9922.0,229.0,914.5499877929688,262.469970703125,1675.8200073242188,22929.37279585004
47,set01,video_0003,1_3_76,1,9377,16,0,False,False,9937.0,-560.0,875.8699951171875,168.29998779296875,127.73500442504883,9116.811314605642
48,set01,video_0003,1_3_76,1,10120,16,0,False,False,9937.0,183.0,974.780029296875,354.59002685546875,1727.7000122070312,43770.615423195064
49,set01,video_0003,1_3_77,1,10108,16,0,False,False,9874.0,234.0,887.7000122070312,273.260009765625,1764.75,23997.712737500668
50,set01,video_0003,1_3_80,1,11703,16,16,True,True,11660.0,43.0,1002.3599853515625,275.30999755859375,1383.9450073242188,30705.29848625511
51,set01,video_0003,1_3_71,1,9707,16,3,False,True,9548.0,159.0,921.9299926757812,187.69000244140625,186.4550018310547,14998.308782434091
52,set01,video_0003,1_3_84,1,13161,16,16,True,True,13052.0,109.0,959.0900268554688,188.61004638671875,1289.4599609375,15609.369280859828
53,set01,video_0003,1_3_85,1,13166,16,16,True,True,13086.0,80.0,958.6500244140625,212.6500244140625,1251.7049560546875,15308.673180907965
54,set01,video_0003,1_3_86,1,13864,16,16,True,True,13777.0,87.0,913.3800048828125,128.280029296875,912.2250061035156,5535.278566405177
55,set01,video_0003,1_3_104,1,13321,16,16,True,True,13225.0,96.0,929.1599731445312,161.52996826171875,1136.5799560546875,9371.971913427114
56,set01,video_0003,1_3_89,1,15905,16,16,True,True,15781.0,124.0,1064.9599609375,345.75994873046875,1417.75,44651.40263687074
57,set01,video_0003,1_3_90,1,15919,16,16,True,True,15768.0,151.0,1040.93994140625,317.2099609375,1429.239990234375,43229.382769823074
58,set01,video_0003,1_3_93,1,16606,16,16,True,True,16420.0,186.0,1043.8599853515625,295.03997802734375,1210.280029296875,47135.58977089822
59,set01,video_0003,1_3_94,1,16651,16,16,True,True,16445.0,206.0,988.6300048828125,242.97003173828125,1251.5150146484375,28293.84833215177
60,set01,video_0003,1_3_98,0,17772,16,0,False,False,,,999.2000122070312,279.4000244140625,1373.3399658203125,21871.442096680403
61,set01,video_0003,1_3_99,0,17776,16,0,False,False,,,982.260009765625,228.79998779296875,1479.405029296875,20942.069585815072
62,set01,video_0003,1_3_97,1,17717,16,16,True,True,17661.0,56.0,1080.0,434.5,1104.6200256347656,109650.4401550293
63,set01,video_0003,1_3_79,1,11563,16,16,True,True,11442.0,121.0,978.8800048828125,332.55999755859375,1679.4000244140625,35583.91973876953
64,set01,video_0003,1_3_75,1,9355,16,0,False,False,9904.0,-549.0,872.2000122070312,133.70001220703125,242.1699981689453,5971.043034790084
65,set01,video_0003,1_3_75,1,10133,16,0,False,False,9904.0,229.0,982.6799926757812,325.95001220703125,1676.385009765625,38954.28914196789
66,set01,video_0004,1_4_105,0,454,16,0,False,False,,,980.5399780273438,218.5,1366.1400146484375,16824.5
67,set01,video_0004,1_4_107,0,1894,16,0,False,False,,,922.2999877929688,114.42999267578125,794.9599914550781,6073.945966821164
68,set01,video_0004,1_4_108,0,3488,16,0,False,False,,,869.989990234375,85.44000244140625,1341.1949462890625,2177.8648278564215
69,set01,video_0004,1_4_109,0,3478,16,0,False,False,,,874.9000244140625,75.77001953125,1406.6449584960938,1811.663756787777
70,set01,video_0004,1_4_110,1,7550,16,0,False,False,7236.0,314.0,874.4199829101562,128.72998046875,1716.4850463867188,5711.74860483408
71,set01,video_0004,1_4_106,1,1611,16,16,True,True,1525.0,86.0,1080.0,380.94000244140625,612.9499816894531,71113.87686567381
72,set01,video_0004,1_4_112,1,450,16,16,True,True,314.0,136.0,965.0,190.010009765625,760.5299987792969,16033.033954516053
73,set02,video_0001,2_1_114,1,3340,16,16,True,True,3234.0,106.0,968.0399780273438,236.57000732421875,583.375,26403.575052075088
74,set02,video_0001,2_1_117,1,7384,16,16,True,True,7282.0,102.0,991.8200073242188,257.030029296875,1117.4550170898438,27617.895473390818
75,set02,video_0001,2_1_119,1,7388,16,16,True,True,7354.0,34.0,905.0399780273438,105.57000732421875,730.5,3874.4141140133142
76,set02,video_0001,2_1_123,0,10474,16,0,False,False,,,843.4400024414062,110.69000244140625,348.55999755859375,4370.039134472609
77,set02,video_0001,2_1_124,0,11242,16,0,False,False,,,837.1500244140625,85.260009765625,1357.60498046875,2746.22158408165
78,set02,video_0001,2_1_136,1,12585,16,16,True,True,12230.0,355.0,910.3800048828125,156.3699951171875,836.0249938964844,8705.114955835044
79,set02,video_0001,2_1_139,1,12588,16,16,True,True,12233.0,355.0,907.9500122070312,141.030029296875,850.97998046875,7649.46741181612
80,set02,video_0001,2_1_141,1,12384,16,16,True,True,12238.0,146.0,801.5999755859375,92.3599853515625,254.19500732421875,3233.523989111185
81,set02,video_0001,2_1_142,0,17779,16,0,False,False,,,872.9400024414062,117.8599853515625,482.9449920654297,3975.418600756675
82,set02,video_0001,2_1_143,0,17787,16,0,False,False,,,863.9600219726562,135.95001220703125,1427.3500366210938,5522.28883203119
83,set02,video_0001,2_1_118,1,7391,16,16,True,True,7257.0,134.0,926.239990234375,139.6099853515625,804.27001953125,8133.679109960794
84,set02,video_0001,2_1_125,0,11390,16,0,False,False,,,847.4199829101562,116.25,1563.4800415039062,4171.050567626953
85,set02,video_0001,2_1_137,1,12588,16,16,True,True,12500.0,88.0,895.47998046875,212.97998046875,343.1549987792969,17713.54133579135
86,set02,video_0001,2_1_138,0,12327,16,0,False,False,,,838.02001953125,123.7900390625,246.19000244140625,4047.9357884526253
87,set02,video_0001,2_1_140,0,12320,16,0,False,False,,,832.1500244140625,114.8900146484375,247.75999450683594,3276.6619555540383
88,set02,video_0001,2_1_129,0,15724,16,0,False,False,,,927.1199951171875,273.0899658203125,1547.989990234375,21896.334791213274
89,set02,video_0001,2_1_130,1,16104,16,0,False,False,15675.0,429.0,889.1099853515625,118.29998779296875,888.8249816894531,5698.508390258998
90,set02,video_0001,2_1_131,1,16078,16,16,True,True,15701.0,377.0,894.8499755859375,115.64996337890625,1004.2499694824219,5398.5394434817135
91,set02,video_0001,2_1_132,1,16093,16,16,True,True,15630.0,463.0,907.6400146484375,120.27001953125,914.75,5705.602679491043
92,set02,video_0001,2_1_144,0,17779,16,0,False,False,,,860.4600219726562,114.58001708984375,1415.97998046875,4214.256385400891
93,set02,video_0001,2_1_134,0,16356,16,0,False,False,,,867.8800048828125,111.82000732421875,1237.030029296875,4806.021730810404
94,set02,video_0001,2_1_133,1,16083,16,16,True,True,15771.0,312.0,902.4400024414062,127.030029296875,815.2449951171875,6726.233848631382
95,set02,video_0002,2_2_146,0,2242,16,0,False,False,,,863.9000244140625,82.280029296875,591.6650085449219,1733.6408199220896
96,set02,video_0002,2_2_147,0,2247,16,0,False,False,,,857.9000244140625,74.95001220703125,606.7099914550781,2187.040807250887
97,set02,video_0002,2_2_152,1,6519,16,0,False,False,5756.0,763.0,840.5800170898438,58.67999267578125,694.8299865722656,1279.223124023527
98,set02,video_0002,2_2_180,1,3152,16,0,False,False,2766.0,386.0,823.3900146484375,115.3900146484375,29.12999963760376,4193.273039886844
99,set02,video_0002,2_2_181,1,4133,16,0,False,False,2790.0,1343.0,835.3400268554688,45.48004150390625,468.05999755859375,613.9805603027344
100,set02,video_0002,2_2_182,1,4090,16,0,False,False,2858.0,1232.0,843.8400268554688,50.050048828125,553.02001953125,818.8180656731129
101,set02,video_0002,2_2_183,1,4029,16,0,False,False,2867.0,1162.0,846.77001953125,50.25,561.0550231933594,982.3868865966797
102,set02,video_0002,2_2_189,1,4210,16,0,False,False,2964.0,1246.0,743.9500122070312,48.60003662109375,1772.4700317382812,722.1958322748542
103,set02,video_0002,2_2_187,1,4025,16,0,False,False,2988.0,1037.0,793.8699951171875,60.010009765625,1597.0,1102.976947069168
104,set02,video_0002,2_2_187,1,4228,16,0,False,False,2988.0,1240.0,746.3499755859375,51.3199462890625,1773.885009765625,780.5743783712387
105,set02,video_0002,2_2_191,1,4377,16,11,False,True,3755.0,622.0,841.7000122070312,173.47003173828125,1808.0900268554688,10862.692540429533
106,set02,video_0002,2_2_184,1,4543,16,0,False,False,3627.0,916.0,851.5900268554688,69.1800537109375,436.9149932861328,1468.693300317973
107,set02,video_0002,2_2_188,1,3309,16,16,True,True,3041.0,268.0,929.9400024414062,283.96002197265625,1698.0800170898438,25658.623425878584
108,set02,video_0002,2_2_192,0,4578,16,0,False,False,,,887.219970703125,102.29998779296875,471.89500427246094,4035.7326452638954
109,set02,video_0002,2_2_193,1,4573,16,16,True,True,4411.0,162.0,895.030029296875,104.23004150390625,1233.6400146484375,4827.942647561431
110,set02,video_0002,2_2_185,1,4450,16,16,True,True,4168.0,282.0,885.1500244140625,187.2900390625,86.69499969482422,10905.89817442
111,set02,video_0002,2_2_190,1,4203,16,16,True,True,3895.0,308.0,1042.68994140625,409.0799560546875,1573.7750244140625,64655.10702905059
112,set02,video_0002,2_2_150,1,6516,16,0,False,False,5762.0,754.0,840.2999877929688,50.5,767.9249877929688,932.7335205078125
113,set02,video_0002,2_2_151,1,5936,16,0,False,False,5572.0,364.0,770.5700073242188,70.1500244140625,39.269999504089355,1286.5513246573973
114,set02,video_0002,2_2_153,1,5890,16,16,True,True,5831.0,59.0,842.5999755859375,111.92999267578125,195.75,4980.884674072266
115,set02,video_0002,2_2_155,1,5859,16,16,True,True,5781.0,78.0,859.8300170898438,108.010009765625,305.8249969482422,6133.889377526939
116,set02,video_0002,2_2_156,1,6983,16,16,True,True,6869.0,114.0,883.97998046875,123.05999755859375,693.52001953125,7614.953249804676
117,set02,video_0002,2_2_157,1,8823,16,16,True,True,8639.0,184.0,936.3200073242188,279.3599853515625,136.8949966430664,21513.510937353596
118,set02,video_0002,2_2_158,1,8798,16,16,True,True,8552.0,246.0,881.1099853515625,213.8900146484375,85.73999786376953,13321.069851208478
119,set02,video_0002,2_2_159,1,10700,16,16,True,True,10596.0,104.0,1030.0999755859375,346.8699951171875,599.0499877929688,58933.2206389159
120,set02,video_0002,2_2_160,1,10972,16,16,True,True,10868.0,104.0,1038.239990234375,333.5,1177.3900146484375,61444.03674316406
121,set02,video_0002,2_2_161,1,11017,16,16,True,True,10771.0,246.0,913.0999755859375,179.91998291015625,1441.4800415039062,15232.031902782619
122,set02,video_0002,2_2_167,0,14113,16,0,False,False,,,927.0,195.19000244140625,564.6649780273438,8562.984454028308
123,set02,video_0002,2_2_168,0,14108,16,0,False,False,,,926.6400146484375,190.530029296875,576.2799987792969,12433.979943528771
124,set02,video_0002,2_2_169,0,14126,16,0,False,False,,,878.6599731445312,171.16998291015625,432.1750030517578,6324.727734314278
125,set02,video_0002,2_2_170,0,14130,16,0,False,False,,,884.9199829101562,161.489990234375,483.7449951171875,8854.498924389482
126,set02,video_0002,2_2_171,0,14222,16,0,False,False,,,885.0,96.91998291015625,986.5950012207031,3544.36448488757
127,set02,video_0002,2_2_174,1,16676,16,0,False,False,16517.0,159.0,959.7999877929688,262.54998779296875,1307.4949951171875,21752.292128294706
128,set02,video_0002,2_2_177,1,16761,16,16,True,True,16640.0,121.0,927.0,180.54998779296875,753.9900207519531,12764.886340942234
129,set02,video_0002,2_2_178,1,16762,16,16,True,True,16647.0,115.0,932.489990234375,182.19000244140625,779.5,15194.650651611388
130,set02,video_0002,2_2_154,1,5859,16,16,True,True,5799.0,60.0,841.2999877929688,101.79998779296875,225.47999572753906,3444.911214111373
131,set02,video_0003,2_3_194,1,1132,16,0,False,False,965.0,167.0,968.6099853515625,349.989990234375,1686.0349731445312,33707.51374331117
132,set02,video_0003,2_3_195,1,1298,16,0,False,False,1137.0,161.0,983.7000122070312,380.32000732421875,1689.4049682617188,47498.17128581554
133,set02,video_0003,2_3_196,1,1591,16,0,False,False,1365.0,226.0,881.4000244140625,253.09002685546875,1697.114990234375,15481.497170090675
134,set02,video_0003,2_3_198,1,1537,16,0,False,False,1305.0,232.0,878.4500122070312,205.0,52.96500110626221,9874.850797653198
135,set02,video_0003,2_3_199,0,1675,16,0,False,False,,,821.8400268554688,185.0400390625,1762.6600341796875,9522.153182029724
136,set02,video_0003,2_3_200,1,1620,16,16,True,True,1434.0,186.0,940.4000244140625,246.5,190.625,16700.375
137,set02,video_0003,2_3_201,1,1606,16,16,True,True,1436.0,170.0,965.5399780273438,274.69000244140625,167.02499771118164,23170.101286788937
138,set02,video_0003,2_3_202,1,1669,16,16,True,True,1633.0,36.0,1079.6300048828125,427.53997802734375,911.9500122070312,88192.95919306576
139,set02,video_0003,2_3_204,0,5998,16,0,False,False,,,840.0,105.07000732421875,1521.3400268554688,2933.5592218264937
140,set02,video_0003,2_3_205,0,6007,16,0,False,False,,,838.47998046875,107.26995849609375,1515.2249755859375,3734.073540598154
141,set02,video_0003,2_3_206,0,5912,16,0,False,False,,,840.489990234375,102.44000244140625,222.25499725341797,3277.056240820326
142,set02,video_0003,2_3_207,0,3735,16,0,False,False,,,923.8800048828125,286.1500244140625,1745.6650390625,33488.14574047923
143,set02,video_0003,2_3_208,0,3914,16,0,False,False,,,886.760009765625,98.42999267578125,663.2650146484375,3940.155490502715
144,set02,video_0003,2_3_209,0,4781,16,0,False,False,,,841.47998046875,91.989990234375,1333.7250366210938,4173.58540776372
145,set02,video_0003,2_3_211,0,4774,16,0,False,False,,,838.9199829101562,87.3299560546875,1359.7349853515625,2189.3679681122303
146,set02,video_0003,2_3_212,0,4777,16,0,False,False,,,842.2000122070312,88.6400146484375,1352.125,2459.7604064941406
147,set02,video_0003,2_3_213,0,2165,16,0,False,False,,,852.5,62.6400146484375,588.3949890136719,1240.8985372558236
148,set02,video_0003,2_3_214,0,2168,16,0,False,False,,,854.6199951171875,67.8599853515625,594.6649780273438,1450.167555615306
149,set02,video_0003,2_3_215,0,2174,16,0,False,False,,,831.8200073242188,80.67999267578125,1287.5950317382812,1743.4934598878026
150,set02,video_0003,2_3_216,0,2162,16,0,False,False,,,830.0900268554688,79.72003173828125,1304.60498046875,1791.3067776113749
151,set02,video_0003,2_3_217,0,2176,16,0,False,False,,,831.2000122070312,80.20001220703125,1283.3499755859375,1660.1363366693258
152,set02,video_0003,2_3_210,0,3916,16,0,False,False,,,883.7999877929688,104.8900146484375,676.2449951171875,3787.576892480254
153,set02,video_0003,2_3_197,1,1421,16,0,False,False,1178.0,243.0,858.0,158.41998291015625,47.94500160217285,9300.837655941723
154,set03,video_0001,3_1_220,0,1545,16,0,False,False,,,786.4000244140625,64.0400390625,1317.9349975585938,1199.476498246193
155,set03,video_0001,3_1_221,0,1819,16,0,False,False,,,804.9400024414062,73.08001708984375,581.6600036621094,1109.3541241697967
156,set03,video_0001,3_1_222,0,1821,16,0,False,False,,,807.0700073242188,71.77001953125,583.3000183105469,1304.7784294188023
157,set03,video_0001,3_1_223,0,2158,16,0,False,False,,,820.5900268554688,91.73004150390625,591.5800170898438,2612.469790428877
158,set03,video_0001,3_1_224,0,2784,16,0,False,False,,,820.4000244140625,89.61004638671875,438.76499938964844,2013.537851696834
159,set03,video_0001,3_1_225,0,2794,16,0,False,False,,,822.52001953125,101.70001220703125,423.52500915527344,2691.99944726564
160,set03,video_0001,3_1_227,0,2796,16,0,False,False,,,823.5499877929688,90.8499755859375,426.0950012207031,1554.4417514652014
161,set03,video_0001,3_1_228,0,2801,16,0,False,False,,,822.510009765625,95.510009765625,420.8249969482422,2058.2424592897296
162,set03,video_0001,3_1_229,0,2796,16,0,False,False,,,818.5,106.95001220703125,1377.6349487304688,2580.7043167725205
163,set03,video_0001,3_1_233,0,3451,16,0,False,False,,,799.6699829101562,70.3299560546875,537.25,1256.091984912753
164,set03,video_0001,3_1_249,0,9149,16,0,False,False,,,827.6199951171875,99.6400146484375,1348.0549926757812,2412.2930255383253
165,set03,video_0001,3_1_252,0,9165,16,0,False,False,,,827.7999877929688,107.19000244140625,1303.1699829101562,3114.9346668943763
166,set03,video_0001,3_1_264,0,9135,16,0,False,False,,,797.780029296875,81.6700439453125,407.94500732421875,1675.0533988773823
167,set03,video_0001,3_1_243,0,8574,16,0,False,False,,,826.6300048828125,129.8699951171875,370.1949920654297,4209.0870173461735
168,set03,video_0001,3_1_230,0,3228,16,0,False,False,,,809.219970703125,77.28997802734375,539.7599792480469,2003.354909595102
169,set03,video_0001,3_1_231,0,3235,16,0,False,False,,,809.6400146484375,82.32000732421875,530.9450073242188,1925.4661771729589
170,set03,video_0001,3_1_232,0,3409,16,0,False,False,,,787.1099853515625,78.3699951171875,468.4499969482422,2175.54943812266
171,set03,video_0001,3_1_234,0,3453,16,0,False,False,,,813.8400268554688,85.75,1275.47998046875,2335.8291625976562
172,set03,video_0001,3_1_235,0,3605,16,0,False,False,,,804.2000122070312,68.3800048828125,639.2950134277344,1790.8724948242307
173,set03,video_0001,3_1_237,0,7232,16,0,False,False,,,856.5,176.80999755859375,1511.0050048828125,8188.081346899271
174,set03,video_0001,3_1_239,0,7204,16,0,False,False,,,835.4000244140625,121.550048828125,332.18499755859375,4761.113335326314
175,set03,video_0001,3_1_241,0,7222,16,0,False,False,,,848.0800170898438,154.72003173828125,1529.3049926757812,6094.424316577613
176,set03,video_0001,3_1_244,0,8576,16,0,False,False,,,827.2000122070312,120.0400390625,382.2799987792969,3862.887577831745
177,set03,video_0001,3_1_245,0,8674,16,0,False,False,,,840.9500122070312,122.3900146484375,1336.5800170898438,3904.2444553226233
178,set03,video_0001,3_1_246,0,8677,16,0,False,False,,,840.6400146484375,124.1400146484375,1343.8200073242188,4017.1690555661917
179,set03,video_0001,3_1_247,0,8781,16,0,False,False,,,823.9000244140625,122.55999755859375,1319.8400268554688,4549.426510937512
180,set03,video_0001,3_1_248,0,9043,16,0,False,False,,,850.8800048828125,139.0,1317.8300170898438,6302.2552490234375
181,set03,video_0001,3_1_250,0,9154,16,0,False,False,,,823.3599853515625,101.8299560546875,1337.0250244140625,3748.3666489720345
182,set03,video_0001,3_1_251,0,9159,16,0,False,False,,,821.1099853515625,102.489990234375,1327.9849853515625,3454.9335672855377
183,set03,video_0001,3_1_242,0,7332,16,0,False,False,,,846.7000122070312,132.760009765625,1304.5900268554688,4997.088712304831
184,set03,video_0001,3_1_267,1,17238,16,16,True,True,17029.0,209.0,933.9099731445312,264.0,1783.60498046875,22490.14453125
185,set03,video_0001,3_1_268,1,17321,16,16,True,True,17041.0,280.0,1003.4600219726562,364.08001708984375,1659.824951171875,39783.03057834506
186,set03,video_0002,3_2_270,0,793,16,0,False,False,,,861.6500244140625,173.10003662109375,1582.239990234375,9600.121269285679
187,set03,video_0002,3_2_271,0,803,16,0,False,False,,,864.8800048828125,162.8900146484375,1546.7900390625,9900.45986250043
188,set03,video_0002,3_2_273,0,906,16,0,False,False,,,864.2000122070312,142.29998779296875,1359.6950073242188,5588.105929322541
189,set03,video_0002,3_2_274,0,3589,16,0,False,False,,,877.719970703125,179.68994140625,1623.75,8941.373239159584
190,set03,video_0002,3_2_275,0,3835,16,0,False,False,,,805.7999877929688,83.29998779296875,391.9449920654297,2011.6941967774183
191,set03,video_0002,3_2_276,0,3859,16,0,False,False,,,852.1599731445312,131.27996826171875,1333.9600219726562,5030.641332618892
192,set03,video_0002,3_2_277,0,3854,16,0,False,False,,,862.0,118.05999755859375,1355.5549926757812,3833.419073559344
193,set03,video_0002,3_2_279,0,4495,16,0,False,False,,,794.0599975585938,70.45001220703125,528.7699890136719,975.0300609134138
194,set03,video_0002,3_2_280,0,4499,16,0,False,False,,,817.47998046875,95.64996337890625,1253.4500122070312,2274.547255374491
195,set03,video_0002,3_2_281,0,4501,16,0,False,False,,,813.25,84.25,1277.510009765625,1641.1883544921875
196,set03,video_0002,3_2_282,0,4497,16,0,False,False,,,807.4000244140625,80.58001708984375,1293.0849609375,1713.9385373294353
197,set03,video_0002,3_2_284,0,4496,16,0,False,False,,,804.2899780273438,75.28997802734375,1318.375,1637.5570220947266
198,set03,video_0002,3_2_286,0,4862,16,0,False,False,,,804.9000244140625,79.9300537109375,1316.72998046875,1577.8184796869755
199,set03,video_0002,3_2_287,0,4864,16,0,False,False,,,806.9000244140625,82.36004638671875,1317.094970703125,1829.2134130597115
200,set03,video_0002,3_2_288,0,4915,16,0,False,False,,,810.280029296875,70.70001220703125,1326.594970703125,1327.04060998559
201,set03,video_0002,3_2_289,1,6057,16,16,True,True,5921.0,136.0,1080.0,610.8900146484375,1006.4250183105469,155929.71352478117
202,set03,video_0002,3_2_301,0,11623,16,0,False,False,,,817.0800170898438,100.75,416.5749969482422,2942.906639099121
203,set03,video_0002,3_2_272,0,774,16,0,False,False,,,814.7000122070312,154.75,236.23500061035156,5393.038444519043
204,set03,video_0002,3_2_293,0,10003,16,0,False,False,,,855.239990234375,143.5899658203125,1475.1050415039062,6905.236548438668
205,set03,video_0002,3_2_294,0,9993,16,0,False,False,,,849.739990234375,140.27996826171875,1508.7999877929688,5801.97743242234
206,set03,video_0002,3_2_295,0,9996,16,0,False,False,,,851.2000122070312,149.6500244140625,1520.6650390625,7373.259625732899
207,set03,video_0002,3_2_296,0,9993,16,0,False,False,,,858.9199829101562,140.40997314453125,1480.9650268554688,4399.038288258016
208,set03,video_0002,3_2_298,0,10145,16,0,False,False,,,808.6199951171875,92.0999755859375,1378.8250122070312,2108.1697902828455
209,set03,video_0002,3_2_302,1,11814,16,0,False,False,11971.0,-157.0,823.8300170898438,142.08001708984375,168.20999908447266,6586.829679003917
