set_id,video_id,ped_id,split,reason
gp_set_0001,gp_set_0001_vid_0005,gp_965,train,track_too_short
gp_set_0001,gp_set_0001_vid_0005,gp_970,train,crossing_point_not_in_track
gp_set_0001,gp_set_0001_vid_0006,gp_1010,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1011,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1013,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1015,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1021,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1022,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1025,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1027,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1035,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1038,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1053,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1054,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1058,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1072,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1074,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1088,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_1095,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_608,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_652,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_656,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_657,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_665,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_679,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_688,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_693,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_710,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_711,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_719,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_730,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_731,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_738,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_739,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_740,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_747,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_755,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_768,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_777,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_793,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_808,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_819,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_820,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_821,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_824,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_829,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_835,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_858,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_859,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_862,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_864,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_865,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_866,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_875,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_876,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_877,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_886,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_887,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_898,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_901,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_903,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_904,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_908,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_909,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_911,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_930,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_933,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_959,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_960,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_962,train,track_too_short
gp_set_0001,gp_set_0001_vid_0006,gp_983,train,track_too_short
