set_id,video_id,ped_id,split,width,height,n_frames,first_frame,last_frame,n_segments,has_attributes,crossing_label,crossing_point,cp_in_track,cp_in_frame_range,usable_len_to_cp,onset_frame,n_crossing_frames,n_ci_frames,n_unmapped_cb,speed_coverage,bbox_degenerate,bbox_out_of_frame,dup_frames
gp_set_0001,gp_set_0001_vid_0001,gp_134,train,1920,1440,14,10049,10062,1,1,0,10059,1,1,11,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_135,train,1920,1440,30,10033,10062,1,1,0,10059,1,1,27,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_137,train,1920,1440,27,10087,10113,1,1,0,10110,1,1,24,10087,4,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_139,train,1920,1440,38,10099,10136,1,1,0,10133,1,1,35,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_141,train,1920,1440,20,10136,10155,1,1,0,10152,1,1,17,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_143,train,1920,1440,28,10098,10125,1,1,0,10122,1,1,25,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_145,train,1920,1440,39,10095,10133,1,1,0,10130,1,1,36,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_147,train,1920,1440,34,10095,10128,1,1,0,10125,1,1,31,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_149,train,1920,1440,12,10131,10142,1,1,0,10139,1,1,9,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_150,train,1920,1440,15,10130,10144,1,1,0,10141,1,1,12,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_151,train,1920,1440,13,10135,10147,1,1,0,10144,1,1,10,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_152,train,1920,1440,23,10139,10161,1,1,0,10159,1,1,21,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_165,train,1920,1440,23,12919,12941,1,1,1,12919,1,1,1,12919,23,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gpo_172,train,1920,1440,38,13361,13398,1,0,,,0,0,,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_173,train,1920,1440,36,13366,13401,1,1,0,13398,1,1,33,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_176,train,1920,1440,61,13474,13534,1,0,,,0,0,,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_178,train,1920,1440,63,13494,13556,1,1,0,13553,1,1,60,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_182,train,1920,1440,60,13666,13725,1,1,0,13722,1,1,57,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_184,train,1920,1440,41,13706,13746,1,1,0,13743,1,1,38,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_185,train,1920,1440,39,13706,13744,1,1,0,13741,1,1,36,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_188,train,1920,1440,50,13782,13831,1,1,0,13828,1,1,47,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_190,train,1920,1440,24,13932,13955,1,1,0,13952,1,1,21,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_192,train,1920,1440,32,14050,14081,1,1,0,14078,1,1,29,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_196,train,1920,1440,84,14304,14387,1,1,0,14361,1,1,58,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_201,train,1920,1440,37,12815,12851,1,1,0,12848,1,1,34,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_202,train,1920,1440,35,12833,12867,1,1,0,12864,1,1,32,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_204,train,1920,1440,25,12873,12897,1,1,0,12894,1,1,22,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_205,train,1920,1440,29,12873,12901,1,1,0,12898,1,1,26,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_206,train,1920,1440,25,12848,12872,1,1,0,12869,1,1,22,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_210,train,1920,1440,38,12871,12908,1,1,0,12905,1,1,35,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_211,train,1920,1440,44,12871,12914,1,1,0,12911,1,1,41,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_213,train,1920,1440,35,12846,12880,1,1,0,12877,1,1,32,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_215,train,1920,1440,25,12850,12874,1,1,0,12871,1,1,22,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0001,gp_216,train,1920,1440,27,12850,12876,1,1,0,12873,1,1,24,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_238,train,1920,1440,210,147,356,1,1,0,353,1,1,207,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_244,train,1920,1440,356,462,817,1,1,0,814,1,1,353,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_381,train,1920,1440,273,464,736,1,1,0,733,1,1,270,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_382,train,1920,1440,179,470,648,1,1,0,645,1,1,176,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_384,train,1920,1440,176,607,782,1,1,0,779,1,1,173,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_387,train,1920,1440,357,473,829,1,1,0,826,1,1,354,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_391,train,1920,1440,34,1008,1041,1,1,0,1038,1,1,31,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_401,train,1920,1440,41,1056,1096,1,1,0,1093,1,1,38,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_402,train,1920,1440,70,1104,1173,1,1,0,1170,1,1,67,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_404,train,1920,1440,93,1143,1235,1,1,0,1232,1,1,90,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_405,train,1920,1440,86,1143,1228,1,1,0,1225,1,1,83,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_409,train,1920,1440,110,1121,1230,1,1,0,1227,1,1,107,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_411,train,1920,1440,30,1319,1348,1,1,0,1345,1,1,27,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_412,train,1920,1440,79,1383,1461,1,1,0,1458,1,1,76,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_5487,train,1920,1440,47,261,307,1,1,0,303,1,1,43,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_5489,train,1920,1440,47,262,308,1,1,0,304,1,1,43,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_5499,train,1920,1440,28,1325,1352,1,1,0,1347,1,1,23,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_5501,train,1920,1440,26,1328,1353,1,1,0,1350,1,1,23,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_231,train,1920,1440,197,0,196,1,1,1,110,1,1,111,100,97,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_415,train,1920,1440,25,1825,1849,1,1,0,1842,1,1,18,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_416,train,1920,1440,35,1880,1914,1,1,0,1907,1,1,28,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_417,train,1920,1440,36,1880,1915,1,1,0,1912,1,1,33,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_421,train,1920,1440,16,2694,2709,1,1,0,2706,1,1,13,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_424,train,1920,1440,65,2989,3053,1,1,0,3046,1,1,58,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_427,train,1920,1440,30,3151,3180,1,1,0,3177,1,1,27,3151,30,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_430,train,1920,1440,32,3151,3182,1,1,0,3179,1,1,29,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_431,train,1920,1440,35,3150,3184,1,1,0,3177,1,1,28,3150,4,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_432,train,1920,1440,34,3154,3187,1,1,0,3184,1,1,31,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_436,train,1920,1440,36,3153,3188,1,1,0,3185,1,1,33,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_437,train,1920,1440,38,3153,3190,1,1,0,3188,1,1,36,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_447,train,1920,1440,50,5412,5461,1,1,0,5458,1,1,47,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_449,train,1920,1440,47,5539,5585,1,1,0,5582,1,1,44,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_452,train,1920,1440,28,6978,7005,1,1,0,7000,1,1,23,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_453,train,1920,1440,28,5937,5964,1,1,0,5961,1,1,25,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_457,train,1920,1440,24,8706,8729,1,1,0,8723,1,1,18,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_458,train,1920,1440,22,8706,8727,1,1,0,8723,1,1,18,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_459,train,1920,1440,20,8706,8725,1,1,0,8718,1,1,13,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_465,train,1920,1440,37,9170,9206,1,0,,,0,0,,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_466,train,1920,1440,32,9340,9371,1,1,0,9368,1,1,29,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_467,train,1920,1440,43,9356,9398,1,1,0,9395,1,1,40,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_469,train,1920,1440,42,9518,9559,1,1,0,9556,1,1,39,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_471,train,1920,1440,16,9889,9904,1,1,0,9901,1,1,13,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_472,train,1920,1440,87,10004,10090,1,1,0,10087,1,1,84,10004,87,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_477,train,1920,1440,81,10026,10106,1,1,0,10103,1,1,78,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_478,train,1920,1440,82,10026,10107,1,1,0,10104,1,1,79,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_485,train,1920,1440,44,10185,10228,1,1,0,10225,1,1,41,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_488,train,1920,1440,26,10347,10372,1,1,0,10369,1,1,23,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_489,train,1920,1440,30,10347,10376,1,1,0,10373,1,1,27,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_490,train,1920,1440,30,10347,10376,1,1,0,10373,1,1,27,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_491,train,1920,1440,16,10347,10362,1,1,0,10359,1,1,13,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_493,train,1920,1440,6,10395,10400,1,1,0,10397,1,1,3,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_494,train,1920,1440,11,10395,10405,1,1,0,10402,1,1,8,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_495,train,1920,1440,19,10399,10417,1,1,0,10414,1,1,16,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_496,train,1920,1440,22,10399,10420,1,1,0,10417,1,1,19,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_499,train,1920,1440,18,10612,10629,1,1,0,10626,1,1,15,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_500,train,1920,1440,32,10612,10643,1,1,0,10640,1,1,29,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_501,train,1920,1440,14,10640,10653,1,1,0,10650,1,1,11,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_502,train,1920,1440,23,10655,10677,1,1,0,10674,1,1,20,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_503,train,1920,1440,29,10658,10686,1,1,0,10683,1,1,26,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_504,train,1920,1440,86,10690,10775,1,1,0,10771,1,1,82,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_5531,train,1920,1440,47,9011,9057,1,1,0,9054,1,1,44,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_5534,train,1920,1440,35,9171,9205,1,1,0,9198,1,1,28,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_5540,train,1920,1440,66,9693,9758,1,1,0,9755,1,1,63,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_5546,train,1920,1440,63,10194,10256,1,1,0,10251,1,1,58,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_509,train,1920,1440,35,10844,10878,1,1,0,10875,1,1,32,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_510,train,1920,1440,66,10882,10947,1,1,0,10882,1,1,1,10882,66,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_512,train,1920,1440,44,11199,11242,1,1,0,11239,1,1,41,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_515,train,1920,1440,11,11202,11212,1,1,0,11209,1,1,8,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_516,train,1920,1440,8,11209,11216,1,1,0,11213,1,1,5,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_517,train,1920,1440,43,11357,11399,1,1,0,11396,1,1,40,11357,24,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_520,train,1920,1440,43,11366,11408,1,1,0,11405,1,1,40,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0002,gp_524,train,1920,1440,27,11517,11543,1,1,0,11540,1,1,24,,0,0,0,1.0,0,0,0
